date,division,inflation_mom,inflation_yoy
2002-12-01,02,0.0,0.2
2003-01-01,02,0.0,0.2
2003-02-01,02,0.0,0.2
2003-03-01,02,0.0,0.2
2003-04-01,02,0.2,0.3
2003-05-01,02,-0.2,0.2
2003-06-01,02,0.2,0.3
2003-07-01,02,0.0,0.2
2003-08-01,02,0.0,0.2
2003-09-01,02,4.6,4.8
2003-10-01,02,0.0,4.8
2003-11-01,02,0.0,4.8
2003-12-01,02,0.2,5.0
2004-01-01,02,0.0,5.0
2004-02-01,02,0.0,5.0
2004-03-01,02,0.2,5.1
2004-04-01,02,0.0,4.9
2004-05-01,02,0.0,5.1
2004-06-01,02,0.0,4.9
2004-07-01,02,0.2,5.1
2004-08-01,02,0.0,5.1
2004-09-01,02,12.2,12.8
2004-10-01,02,0.4,13.2
2004-11-01,02,0.0,13.2
2004-12-01,02,0.1,13.2
2005-01-01,02,0.0,13.2
2005-02-01,02,0.0,13.2
2005-03-01,02,0.1,13.2
2005-04-01,02,-0.1,13.0
2005-05-01,02,0.1,13.2
2005-06-01,02,0.1,13.3
2005-07-01,02,0.1,13.3
2005-08-01,02,0.0,13.3
2005-09-01,02,0.0,1.0
2005-10-01,02,6.5,7.1
2005-11-01,02,0.0,7.1
2005-12-01,02,0.0,6.9
2006-01-01,02,0.1,7.1
2006-02-01,02,0.1,7.2
2006-03-01,02,0.0,7.1
2006-04-01,02,0.0,7.2
2006-05-01,02,0.0,7.1
2006-06-01,02,0.0,6.9
2006-07-01,02,0.1,6.9
2006-08-01,02,0.0,6.9
2006-09-01,02,4.7,11.9
2006-10-01,02,0.0,5.1
2006-11-01,02,0.0,5.1
2006-12-01,02,0.1,5.2
2007-01-01,02,-0.1,4.9
2007-02-01,02,0.0,4.8
2007-03-01,02,0.0,4.8
2007-04-01,02,0.0,4.8
2007-05-01,02,0.0,4.8
2007-06-01,02,0.0,4.8
2007-07-01,02,8.8,13.8
2007-08-01,02,0.1,14.0
2007-09-01,02,0.0,8.9
2007-10-01,02,0.0,8.9
2007-11-01,02,0.0,8.9
2007-12-01,02,0.0,8.8
2008-01-01,02,0.1,9.0
2008-02-01,02,0.0,9.0
2008-03-01,02,0.0,9.0
2008-04-01,02,0.0,9.0
2008-05-01,02,0.1,9.1
2008-06-01,02,0.1,9.3
2008-07-01,02,0.1,0.6
2008-08-01,02,0.0,0.5
2008-09-01,02,7.9,8.4
2008-10-01,02,-0.1,8.3
2008-11-01,02,0.1,8.4
2008-12-01,02,0.0,8.4
2009-01-01,02,0.0,8.3
2009-02-01,02,-0.1,8.2
2009-03-01,02,0.1,8.3
2009-04-01,02,0.0,8.3
2009-05-01,02,0.0,8.2
2009-06-01,02,0.1,8.1
2009-07-01,02,0.0,8.0
2009-08-01,02,0.0,8.0
2009-09-01,02,0.0,0.1
2009-10-01,02,2.7,2.9
2009-11-01,02,0.1,2.9
2009-12-01,02,0.0,2.9
2010-01-01,02,0.0,2.9
2010-02-01,02,0.0,3.0
2010-03-01,02,0.1,3.0
2010-04-01,02,0.0,3.0
2010-05-01,02,0.0,3.0
2010-06-01,02,0.1,3.0
2010-07-01,02,0.1,3.1
2010-08-01,02,0.0,3.1
2010-09-01,02,0.1,3.2
2010-10-01,02,6.0,6.5
2010-11-01,02,0.0,6.4
2010-12-01,02,0.0,6.4
2011-01-01,02,0.0,6.4
2011-02-01,02,0.0,6.4
2011-03-01,02,0.0,6.3
2011-04-01,02,0.0,6.3
2011-05-01,02,0.0,6.3
2011-06-01,02,0.1,6.3
2011-07-01,02,-0.1,6.1
2011-08-01,02,0.0,6.1
2011-09-01,02,0.0,6.0
2011-10-01,02,0.0,0.0
2011-11-01,02,0.0,0.0
2011-12-01,02,0.0,0.0
2012-01-01,02,0.0,0.0
2012-02-01,02,0.0,0.0
2012-03-01,02,0.0,0.0
2012-04-01,02,0.0,0.0
2012-05-01,02,0.1,0.1
2012-06-01,02,0.0,0.0
2012-07-01,02,0.0,0.1
2012-08-01,02,0.1,0.2
2012-09-01,02,0.1,0.3
2012-10-01,02,0.0,0.3
2012-11-01,02,1.6,1.9
2012-12-01,02,0.0,1.9
2013-01-01,02,0.1,2.0
2013-02-01,02,0.0,2.0
2013-03-01,02,0.0,2.0
2013-04-01,02,0.0,2.0
2013-05-01,02,0.0,1.9
2013-06-01,02,2.2,4.2
2013-07-01,02,0.0,4.2
2013-08-01,02,0.0,4.1
2013-09-01,02,0.5,4.5
2013-10-01,02,11.0,16.0
2013-11-01,02,0.0,14.2
2013-12-01,02,-0.1,14.1
2014-01-01,02,0.1,14.1
2014-02-01,02,0.0,14.1
2014-03-01,02,0.0,14.1
2014-04-01,02,0.0,14.1
2014-05-01,02,0.0,14.1
2014-06-01,02,0.1,11.6
2014-07-01,02,0.0,11.6
2014-08-01,02,0.0,11.6
2014-09-01,02,3.3,14.8
2014-10-01,02,-3.1,0.2
2014-11-01,02,10.3,10.5
2014-12-01,02,0.0,10.6
2015-01-01,02,0.1,10.6
2015-02-01,02,0.0,10.6
2015-03-01,02,0.0,10.6
2015-04-01,02,2.2,13.0
2015-05-01,02,-1.5,11.3
2015-06-01,02,0.1,11.3
2015-07-01,02,1.8,13.3
2015-08-01,02,0.1,13.4
2015-09-01,02,0.0,9.8
2015-10-01,02,0.0,13.3
2015-11-01,02,17.5,20.7
2015-12-01,02,1.7,22.8
2016-01-01,02,-0.1,22.6
2016-02-01,02,0.0,22.6
2016-03-01,02,0.1,22.7
2016-04-01,02,0.0,20.1
2016-05-01,02,0.1,22.1
2016-06-01,02,0.0,21.9
2016-07-01,02,0.1,19.9
2016-08-01,02,-0.1,19.7
2016-09-01,02,0.0,19.7
2016-10-01,02,0.1,19.8
2016-11-01,02,0.0,1.9
2016-12-01,02,-0.1,0.1
2017-01-01,02,0.0,0.2
2017-02-01,02,0.0,0.2
